"","Title","Prod_year","Is_sequel","Run_time","Creative_type","Source","Prod_method","Genre","Prod_budget","Dom_BO","Intl_BO","Total_BO","Infl_Adj_Dom_BO","MPAA_rating","Rel_date_TH","Keywords","Prod_company","Opening_rev","Opening_theaters"
"3719","I Don't Know How She Does It",2011,0,89,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",24000000,9659074,14815389,24474463,10840574,"PG-13",2011-09-16,"I Don't Know How She Does It - Dysfunctional Family","Weinstein Company",4402201,2476
"3720","Dolphin Tale",2011,0,112,"Dramatization","Based on Real Life Events","Live Action","Drama",37000000,72286779,23781945,96068724,81127772,"PG",2011-09-23,"Dolphin Tale - 3-D","Alcon Entertainment",19152401,3507
"3721","Machine Gun Preacher",2010,0,123,"Dramatization","Based on Real Life Events","Live Action","Drama",30000000,538690,3183298,3721988,604577,"R",2011-09-23,"Machine Gun Preacher - Religious","Virgin",45130,4
"3722","Abduction",2010,0,106,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",35000000,28087155,58561204,86648359,31522777,"PG-13",2011-09-23,"Abduction - Mistaken Identity","Gotham Entertainment",10925253,3118
"3723","Killer Elite",2011,0,105,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",70000000,25124986,40284060,65409046,28198279,"R",2011-09-23,"Killer Elite - Based on an UNTRUE Story","Omnilab Media Group",9352008,2986
"3724","Red State",2011,0,97,"Contemporary Fiction","Original Screenplay","Live Action","Horror",4000000,1065429,918167,1983596,1195751,"R",2011-09-23,"Red State - Religious","Harvey Boys",102566,2
"3725","Moneyball",2010,0,133,"Dramatization","Based on Factual Book/Article","Live Action","Drama",50000000,75605492,35695343,111300835,84850847,"PG-13",2011-09-23,"Moneyball - Baseball","Columbia Pictures",19501302,2993
"3726","Weekend",2011,0,96,"Contemporary Fiction","Original Screenplay","Live Action","Drama",190000,484592,1092993,1577585,543870,"Not Rated",2011-09-23,"Weekend - Gay/Lesbian","Glendale Picture Company The",27245,1
"3727","50/50",2011,0,100,"Contemporary Fiction","Based on Real Life Events","Live Action","Black Comedy",8000000,35016118,6318617,41334735,39299294,"R",2011-09-30,"50/50 - Terminal Illness","Summit Entertainment",8644095,2458
"3728","Take Shelter",2011,0,120,"Contemporary Fiction","Original Screenplay","Live Action","Drama",4750000,1728953,3243063,4972016,1940191,"R",2011-09-30,"Take Shelter - Dream Sequence","Grove Hill Productions",52041,3
"3729","Margaret",2009,0,149,"Contemporary Fiction","Original Screenplay","Live Action","Drama",14000000,47185,576107,623292,52955,"R",2011-09-30,"Margaret - Development Hell","Camelot Pictures",7525,2
"3730","Tucker & Dale vs. Evil",2011,0,88,"Contemporary Fiction","Original Screenplay","Live Action","Black Comedy",5000000,223838,5252955,5476793,251211,"R",2011-09-30,"Tucker & Dale vs. Evil - Non Chronological","Reliance BIG Entertainment",52843,31
"3731","Courageous",2011,0,129,"Contemporary Fiction","Original Screenplay","Live Action","Drama",2000000,34522221,663663,35185884,38742928,"PG-13",2011-09-30,"Courageous - Dysfunctional Family","TriStar Pictures",9112839,1161
"3732","What's Your Number?",2010,0,106,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",20000000,14011084,16152701,30163785,15724921,"R",2011-09-30,"What's Your Number? - Relationship Advice","Regency Enterprises",5421669,3002
"3733","Dream House",2010,0,92,"Contemporary Fiction","Original Screenplay","Live Action","Horror",50000000,21302340,20339826,41642166,23908052,"PG-13",2011-09-30,"Dream House - Mental Illness","Morgan Creek Productions",8129355,2661
"3734","Xinhai geming",2011,0,118,"Historical Fiction","Based on Real Life Events","Live Action","Drama",30000000,135739,8457415,8593154,152341,"R",2011-10-07,"Xinhai geming - Political","Changchun Film Studio Group",55850,33
"3735","Blackthorn",2011,0,98,"Historical Fiction","Original Screenplay","Live Action","Adventure",4500000,200558,1016749,1217307,225019,"R",2011-10-07,"Blackthorn - Voiceover Narration","Magnolia Pictures",15254,8
"3736","Real Steel",2010,0,126,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Action",110000000,85463309,178417032,263880341,95913093,"PG-13",2011-10-07,"Real Steel - Boxing","DreamWorks",27319677,3440
"3737","The Ides of March",2011,0,101,"Contemporary Fiction","Based on Play","Live Action","Drama",23000000,40962534,36773391,77735925,45972496,"R",2011-10-07,"The Ides of March - Political","Exclusive Media Group",10470143,2199
"3738","The Big Year",2010,0,100,"Contemporary Fiction","Based on Factual Book/Article","Live Action","Comedy",41000000,7204138,480386,7684524,8085347,"PG",2011-10-14,"The Big Year - Delayed Adulthood","Fox 2000 Pictures",3251884,2150
"3739","The Thing",2011,1,102,"Fantasy","Remake","Live Action","Horror",38000000,16928670,10573144,27501814,19079375,"R",2011-10-14,"The Thing - Alien Invasion","Universal",8493665,2996
"3740","Footloose",2010,0,113,"Contemporary Fiction","Remake","Live Action","Musical",24000000,51802742,11187092,62989834,58138698,"PG-13",2011-10-14,"Footloose (2010) - Dancing","Paramount Pictures",15556113,3549
"3741","Trespass",2011,0,90,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",35000000,16816,769716,786532,18868,"R",2011-10-14,"Trespass - Home Invasion","Millennium Films",16816,10
"3742","Fireflies in the Garden",2008,0,98,"Contemporary Fiction","Original Screenplay","Live Action","Drama",8000000,36884,3550307,3587191,41394,"R",2011-10-14,"Fireflies in the Garden - Same Role Multiple Actors","Senator Entertianment",36884,5
"3743","The Mighty Macs",2009,0,98,"Dramatization","Based on Real Life Events","Live Action","Drama",7000000,1891936,0,1891936,2123353,"G",2011-10-21,"The Mighty Macs - Basketball","Ocean Avenue Entertainment",963221,975
"3744","Martha Marcy May Marlene",2011,0,101,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",1000000,2981038,2457873,5438911,3345385,"R",2011-10-21,"Martha Marcy May Marlene - Cults","BorderLine Films",137651,4
"3745","The Three Musketeers",2011,0,102,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",90000000,20377913,119500000,139877913,22870544,"PG-13",2011-10-21,"The Three Musketeers 3D - 3-D","Constantin Film",8674452,3017
"3746","Cargo",2010,0,86,"Contemporary Fiction","Original Screenplay","Live Action","Drama",4200000,0,313230,313230,0,"R",2011-10-21,"Cargo - Foreign Language","Persona Films",0,0
"3747","Johnny English Reborn",2011,1,101,"Contemporary Fiction","Original Screenplay","Live Action","Adventure",45000000,8305970,156233690,164539660,9435024,"PG",2011-10-21,"Johnny English Reborn - Out of Retirement","Working Title Films",3833300,1552
"3748","Margin Call",2010,0,109,"Contemporary Fiction","Original Screenplay","Live Action","Drama",3400000,5353586,15079641,20433227,6007972,"R",2011-10-21,"Margin Call - White Collar Crime","Myriad Pictures",561906,56
"3749","Le Havre",2011,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Drama",5500000,611709,12868487,13480196,685460,"Not Rated",2011-10-21,"Le Havre - Refugee","Sputnik",26363,6
"3750","Paranormal Activity 3",2011,1,81,"Fantasy","Original Screenplay","Live Action","Horror",5000000,104028807,98024579,202053386,116753546,"R",2011-10-21,"Paranormal Activity 3 - Hauntings","Paramount Pictures",52568183,3321
"3751","Like Crazy",2011,0,89,"Contemporary Fiction","Original Screenplay","Live Action","Drama",250000,3395391,336098,3731489,3810615,"PG-13",2011-10-28,"Like Crazy - Romance","Paramount Vantage",123140,4
"3752","The Rum Diary",2010,0,122,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",45000000,13109815,8434917,21544732,14713409,"R",2011-10-28,"The Rum Diary - Relationships Gone Wrong","Infinitum Nihil",5135369,2272
"3753","Anonymous",2011,0,130,"Historical Fiction","Original Screenplay","Live Action","Thriller/Suspense",27500000,4463292,11352217,15815509,5009240,"PG-13",2011-10-28,"Anonymous - Political","Columbia Pictures",1021768,265
"3754","In Time",2011,0,109,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",35000000,37553932,127550020,165103952,42145514,"PG-13",2011-10-28,"In Time - Corrupt Cops","Regency Enterprises",12050368,3122
"3755","Puss in Boots",2011,0,90,"Kids Fiction","Spin-Off","Digital Animation","Adventure",130000000,149260504,405726973,554987477,167503189,"PG",2011-10-28,"Puss in Boots - 3-D","Paramount Pictures",34077439,3952
"3756","A Very Harold & Kumar 3D Christmas",2010,1,89,"Fantasy","Original Screenplay","Live Action","Comedy",20000000,35061031,1204714,36265745,39349134,"R",2011-11-04,"A Very Harold & Kumar 3D Christmas - 3-D","New Line Cinema",12954142,2875
"3757","Tower Heist",2011,0,104,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",85000000,78046570,72376376,150422946,87587979,"PG-13",2011-11-04,"Tower Heist - Thanksgiving","Imagine Entertainment",24025190,3367
"3758","The Son of No One",2011,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Drama",15000000,30680,1117898,1148578,34425,"R",2011-11-04,"The Son of No One - Corrupt Cops","Anchor Bay Films",18015,10
"3759","J. Edgar",2011,0,137,"Dramatization","Based on Real Life Events","Live Action","Drama",35000000,37306030,47300000,84606030,41866543,"R",2011-11-09,"J. Edgar - Political","Warner Bros",11217324,1910
"3760","Jack and Jill",2011,0,90,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",79000000,74158157,76361060,150519217,83218791,"PG",2011-11-11,"Jack and Jill - Dysfunctional Family","Columbia Pictures",25003575,3438
"3761","Melancholia",2010,0,135,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",9400000,3030848,18786450,21817298,3399408,"R",2011-11-11,"Melancholia - Depression","Zentropa Entertainments",257174,19
"3762","Immortals",2011,0,110,"Fantasy","Based on Folk Tale/Legend/Fairytale","Live Action","Action",75000000,83504017,128058418,211562435,93714668,"R",2011-11-11,"Immortals - 3-D","Relativity Media",32206425,3112
"3763","The Descendants",2010,0,110,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",20000000,82624961,92882839,175507800,92552711,"R",2011-11-16,"The Descendants - Voiceover Narration","Ad Hominem Enterpises",1190096,29
"3764","The Twilight Saga: Breaking Dawn, Part 1",2011,1,117,"Fantasy","Based on Fiction Book/Short Story","Live Action","Drama",127500000,281287133,408132918,689420051,315669908,"PG-13",2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1 - Vampire","Temple Hill Entertainment",138122261,4061
"3765","Another Happy Day",2011,0,115,"Contemporary Fiction","Original Screenplay","Live Action","Drama",4000000,9120,969407,978527,10235,"R",2011-11-18,"Another Happy Day - Dysfunctional Family","Mandalay Vision",9120,2
"3766","Happy Feet Two",2011,1,99,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",135000000,64006466,93950000,157956466,71822884,"PG",2011-11-18,"Happy Feet 2 - 3-D","VR Mumble 2 Productions Pty Ltd.",21237068,3606
"3767","Hugo",2011,0,126,"Fantasy","Based on Fiction Book/Short Story","Animation/Live Action","Adventure",180000000,73864507,106183277,180047784,82800011,"PG",2011-11-23,"Hugo - 3-D","GK Films",11364505,1277
"3768","The Muppets",2011,1,98,"Kids Fiction","Based on TV","Live Action","Adventure",45000000,88625922,72346000,160971922,99440875,"PG",2011-11-23,"The Muppets - Gratuitous Cameos","Walt Disney Pictures",29239026,3440
"3769","My Week with Marilyn",2011,0,99,"Historical Fiction","Based on Real Life Events","Live Action","Drama",10000000,14597405,19643167,34240572,16359001,"R",2011-11-23,"My Week with Marilyn - Performing Arts","Weinstein Company",1750507,244
"3770","A Dangerous Method",2011,0,99,"Dramatization","Based on Play","Live Action","Drama",20000000,5702083,9105448,14807531,6382110,"R",2011-11-23,"A Dangerous Method - Biography","Lago Film",167953,4
"3771","Arthur Christmas",2011,0,100,"Kids Fiction","Original Screenplay","Digital Animation","Adventure",85000000,46462469,103254655,149717124,52143044,"PG",2011-11-23,"Arthur Christmas - 3-D","Aardman Animations",12068931,3376
"3772","The Artist",2011,0,100,"Historical Fiction","Original Screenplay","Live Action","Drama",16000000,44667095,83589617,128256712,49963176,"PG-13",2011-11-25,"The Artist - Riches to Rags","Petit Reine Le",204878,4
"3773","Shame",2011,0,99,"Contemporary Fiction","Original Screenplay","Live Action","Drama",6500000,4002293,16410548,20412841,4483233,"NC-17",2011-12-02,"Shame - Addiction","See-Saw Films",349519,10
"3774","The Sitter",2011,0,81,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",25000000,30542576,8206828,38749404,34262793,"R",2011-12-09,"The Sitter - Delayed Adulthood","Rough House Pictures",9851435,2750
"3775","New Year’s Eve",2011,0,117,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",26000000,54544638,92305635,146850273,61185729,"PG-13",2011-12-09,"New Year's Eve - Ensemble","New Line Cinema",13019180,3505
"3776","Tinker Tailor Soldier Spy",2011,0,128,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",21000000,24149393,57303418,81452811,27017935,"R",2011-12-09,"Tinker Tailor Soldier Spy - Cold War","Cinecinema",310562,4
"3777","Young Adult",2011,0,94,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",12000000,16311571,6438785,22750356,18291396,"R",2011-12-09,"Young Adult - Divorcee Romance","Paramount Pictures",310263,8
"3778","Carnage",2011,0,79,"Contemporary Fiction","Based on Play","Live Action","Drama",25000000,2546747,35565407,38112154,2848961,"R",2011-12-16,"Carnage - Lawyers","Said Ben Said",79795,5
"3779","Sherlock Holmes: A Game of Shadows",2011,1,129,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Action",125000000,186848418,348815025,535663443,209492543,"PG-13",2011-12-16,"Sherlock Holmes: A Game of Shadows - Terrorism","Warner Bros.",39637079,3703
"3780","Alvin and the Chipmunks: Chipwrecked",2011,1,87,"Kids Fiction","Based on TV","Animation/Live Action","Adventure",80000000,133107389,215981134,349088523,149239979,"G",2011-12-16,"Alvin and the Chipmunks: Chipwrecked - Talking Animals","Bagdasarian Company",23244744,3723
"3781","The Girl with the Dragon Tattoo",2011,0,160,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",90000000,102515793,136858177,239373970,114857037,"R",2011-12-20,"The Girl with the Dragon Tattoo - Foreign Language Remake","Columbia Pictures",12768604,2914
"3782","Mission: Impossible—Ghost Protocol",2011,1,132,"Contemporary Fiction","Based on TV","Live Action","Action",145000000,209397903,485315327,694713230,234722993,"PG-13",2011-12-21,"Mission: Impossible - Ghost Protocol - Visual Effects","Paramount Pictures",12785204,425
"3783","The Adventures of Tintin",2011,0,104,"Contemporary Fiction","Based on Comic/Graphic Novel","Digital Animation","Adventure",130000000,77591831,296402120,373993951,86972099,"PG",2011-12-21,"The Adventures of Tintin: Secret of the Unicorn - 3-D","Paramount Pictures",9720993,3087
"3784","Albert Nobbs",2011,0,113,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",7500000,3014696,5524307,8539003,3370697,"R",2011-12-21,"Albert Nobbs - Cross Dressing","Liddell Entertainment",0,0
"3785","Jin líng shí san chai",2011,0,141,"Historical Fiction","Original Screenplay","Live Action","Drama",100000000,311434,97915583,98227017,348204,"R",2011-12-21,"Jin líng shí san chai - War Crimes","Wrekin Hill Entertainment",48558,30
"3786","In The Land of Blood and Honey",2011,0,0,"Historical Fiction","Original Screenplay","Live Action","Drama",13000000,303877,205316,509193,339953,"R",2011-12-23,"In The Land of Blood and Honey - Actors Making Their Directorial Debut",NA,18854,3
"3787","We Bought a Zoo",2011,0,124,"Dramatization","Based on Factual Book/Article","Live Action","Drama",50000000,75624550,43104523,118729073,84743272,"PG",2011-12-23,"We Bought a Zoo - Animal Lead","20th Century Fox",9360434,3117
"3788","War Horse",2011,0,146,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",70000000,79883359,76932170,156815529,89487916,"PG-13",2011-12-25,"War Horse - World War I","DreamWorks Pictures",7515402,2376
"3789","The Darkest Hour",2010,0,89,"Science Fiction","Original Screenplay","Live Action","Action",34800000,21443494,41388221,62831715,24031326,"PG-13",2011-12-25,"The Darkest Hour - Alien Invasion",NA,2993519,2324
"3790","Extremely Loud and Incredibly Close",2011,0,129,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",40000000,31847881,23400000,55247881,35610297,"PG-13",2011-12-25,"Extremely Loud and Incredibly Close - Young Child Dealing with the Death of a Parent","Warner Bros",72348,6
"3791","Jodaeiye Nader az Simin",2011,0,123,"Contemporary Fiction","Original Screenplay","Live Action","Drama",800000,7098492,17327677,24426169,7936993,"PG-13",2011-12-30,"Jodaeiye Nader az Simin - Dysfunctional Family","Parasgard Bank",59481,3
"3792","The Devil Inside",2011,0,83,"Fantasy","Original Screenplay","Live Action","Horror",1000000,53262945,48496545,101759490,59552784,"R",2012-01-06,"The Devil Inside - Found Footage","Insurge Pictures",33732515,2285
"3793","Newlyweds",2011,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",9000,4584,0,4584,5118,"R",2012-01-13,"Newlyweds - Directing Yourself","Tribeca Film",4584,1
"3794","The Iron Lady",2011,0,105,"Dramatization","Based on Real Life Events","Live Action","Drama",14000000,29959436,85632668,115592104,33497357,"PG-13",2012-01-13,"The Iron Lady - Political","Pathe",220409,4
"3795","Joyful Noise",2011,0,118,"Contemporary Fiction","Original Screenplay","Live Action","Musical",27500000,30932113,225801,31157914,34584893,"PG-13",2012-01-13,"Joyful Noise - African American","Alcon Entertainment",11225190,2735
"3796","We Need to Talk About Kevin",2010,0,112,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",7000000,1738692,9026591,10765283,1944009,"R",2012-01-13,"We need to Talk About Kevin - Dysfunctional Family","Footprint Investments",24587,1
"3797","The Divide",2011,0,110,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",3000000,18000,138362,156362,20123,"R",2012-01-13,"The Divide - Post Apocalypse","Instinctive Film",16700,7
"3798","Contraband",2011,0,109,"Contemporary Fiction","Remake","Live Action","Action",25000000,66528000,31878855,98406855,74384313,"R",2012-01-13,"Contraband - Surprise Twist","Relativity Media",24349815,2863
"3799","Red Tails",2009,0,120,"Historical Fiction","Based on Real Life Events","Live Action","Action",58000000,49876377,489121,50365498,55766296,"PG-13",2012-01-20,"Red Tails - World War II","20th Century Fox",18782154,2512
"3800","Haywire",2011,0,93,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",23000000,18942396,17432304,36374700,21179303,"R",2012-01-20,"Haywire - Non Chronological","Relativity Media",8425370,2439
"3801","Underworld: Awakening",2011,1,89,"Fantasy","Original Screenplay","Live Action","Action",70000000,62321039,98058891,160379930,69680556,"R",2012-01-20,"Underworld: Awakening - 3-D","Screen Gems",25306725,3078
"3802","Coriolanus",2010,0,122,"Historical Fiction","Based on Play","Live Action","Drama",10000000,749641,300000,1049641,838166,"R",2012-01-20,"Coriolanus - Directing Yourself","Artemis Prods",61136,9
"3803","The Grey",2011,0,117,"Contemporary Fiction","Original Screenplay","Animation/Live Action","Thriller/Suspense",25000000,51580136,29669040,81249176,57671252,"R",2012-01-27,"The Grey - Epilogue","Open Road Films",19665101,3185
"3804","Man on a Ledge",2011,0,102,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",42000000,18620000,27068337,45688337,20818836,"PG-13",2012-01-27,"Man on a Ledge - Revenge","Summit Entertainment",8001932,2998
"3805","One for the Money",2011,0,106,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",42000000,26414527,9782694,36197221,29533822,"PG-13",2012-01-27,"One for the Money - Bounty Hunter","Lionsgate",11515790,2737
"3806","Chronicle",2011,0,106,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",12000000,64575175,59106615,123681790,72200885,"PG-13",2012-02-03,"Chronicle - Found Footage","20th Century Fox",22004098,2907
"3807","Big Miracle",2011,0,117,"Dramatization","Based on Real Life Events","Live Action","Drama",40000000,20157300,5111380,25268680,22537684,"PG",2012-02-03,"Big Miracle - Animal Lead","Universal Pictures",7760205,2129
"3808","The Innkeepers",2011,0,102,"Fantasy","Original Screenplay","Live Action","Horror",750000,78396,933139,1011535,87647,"R",2012-02-03,"The Innkeepers - Hauntings","Dark Sky Films",29557,20
"3809","The Woman in Black",2011,0,95,"Fantasy","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",15000000,54333290,74622608,128955898,60749531,"PG-13",2012-02-03,"The Woman in Black - Hauntings","Alliance Films",20874072,2855
"3810","Kill List",2011,0,95,"Contemporary Fiction","Original Screenplay","Live Action","Horror",800000,29063,433143,462206,32494,"Not Rated",2012-02-03,"Kill List - Returning Soldiers","UK Film Council",9838,2
"3811","Dysfunctional Friends",2012,0,111,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",1800000,0,0,0,0,"Not Rated",2012-02-03,NA,"Datari Turner Productions",0,0
"3812","The Vow",2011,0,104,"Historical Fiction","Based on Real Life Events","Live Action","Drama",30000000,125014030,72604130,197618160,139776992,"PG-13",2012-02-10,"The Vow - Romance","Screen Gems",41202458,2958
"3813","Safe House",2011,0,114,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",85000000,126181630,82360532,208542162,141082471,"R",2012-02-10,"Safe House - Secret Agent","Universal Pictures",40172720,3119
"3814","Journey 2: The Mysterious Island",2011,1,52,"Fantasy","Based on Fiction Book/Short Story","Live Action","Adventure",79000000,103860290,214285872,318146162,116125198,"PG",2012-02-10,"Journey 2: The Mysterious Island - 3-D","New Line Cinema",27335363,3470
"3815","Ghost Rider: Spirit of Vengeance",2010,1,95,"Contemporary Fiction","Original Screenplay","Live Action","Action",57000000,51774002,97443353,149217355,57888012,"PG-13",2012-02-17,"Ghost Rider: Spirit of Vengeance - 3 D","Columbia Pictures",22115334,3174
"3816","This Means War",2011,0,120,"Contemporary Fiction","Original Screenplay","Live Action","Romantic Comedy",65000000,54760791,102213766,156974557,61227514,"PG-13",2012-02-17,"This Means War - Secret Agent","Overbrook Entertainment",17405930,3189
"3817","Kari gurashi no Arietti",2010,0,94,"Kids Fiction","Based on Fiction Book/Short Story","Hand Animation","Adventure",23000000,19192510,132303587,151496097,21458959,"G",2012-02-17,"The Secret World of Arietty - Tiny Worlds","Studio Ghibli",6446395,1522
"3818","Tyler Perry's Good Deeds",2011,0,111,"Contemporary Fiction","Original Screenplay","Live Action","Drama",14000000,35025791,553386,35579177,39162003,"PG-13",2012-02-24,"Tyler Perry's Good Deeds - Dysfunctional Family",NA,15583924,2132
"3819","Wanderlust",2010,0,98,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",32500000,17288155,6871779,24159934,19329714,"R",2012-02-24,"Wanderlust - Fired",NA,6526650,2002
"3820","Act of Valor",2011,0,101,"Contemporary Fiction","Original Screenplay","Live Action","Action",12000000,70012847,12484188,82497035,78280689,"R",2012-02-24,"Act of Valor - Special Ops","Bandidto Brother's",24476632,3039
"3821","Project X",2011,0,87,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",12000000,54731865,48296323,103028188,61195172,"R",2012-03-02,"Project X (2011) - Epilogue","Warner Bros",21051363,3055
"3822","Doctor Seuss' The Lorax",2011,0,101,"Kids Fiction","Based on Fiction Book/Short Story","Digital Animation","Adventure",67500000,214030500,136946253,350976753,239305452,"PG",2012-03-02,"Doctor Suess' The Lorax - Environment","Chris Meledandri",70217070,3729
"3823","Tim and Eric's Billion Dollar Movie",2011,0,94,"Contemporary Fiction","Based on TV","Live Action","Comedy",3000000,201436,22216,223652,225223,"R",2012-03-02,"Tim and Eric's Billion Dollar Movie - Movie Business","2929 Productions",87475,24
"3824","John Carter",2011,0,132,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",275000000,73058679,209719421,282778100,81686211,"PG-13",2012-03-09,"John Carter - 3-D","Walt Disney Pictures",30180188,3749
"3825","Silent House",2011,0,86,"Fantasy","Remake","Live Action","Horror",2000000,12739737,3871023,16610760,14244174,"R",2012-03-09,"Silent House - Foreign Language Remake","LD Entertainment",6660234,2124
"3826","A Thousand Words",2011,0,91,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",40000000,18450127,2340359,20790486,20628910,"PG-13",2012-03-09,"A Thousand Words - Curses","DreamWorks Pictures",6176280,1890
"3827","Jeff, Who Lives at Home",2010,0,83,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",10000000,4269426,438701,4708127,4773604,"R",2012-03-16,"Jeff, Who Lives at Home - Delayed Adulthood","Indian Paintbrush",855709,254
"3828","21 Jump Street",2011,0,109,"Contemporary Fiction","Based on TV","Live Action","Comedy",42000000,138447667,64364762,202812429,154797006,"R",2012-03-16,"21 Jump Street - Undercover","Columbia Pictures",36302612,3121
"3829","Casa de mi Padre",2011,0,84,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",6000000,5909483,2537469,8446952,6607333,"R",2012-03-16,"Casa de mi Padre - Dysfunctional Family","Nala Films",2287239,382
"3830","The FP",2011,0,83,"Science Fiction","Original Screenplay","Live Action","Comedy",60000,0,0,0,0,"R",2012-03-16,"The FP - Dystopia","Secret Identity Productions",0,0
"3831","October Baby",2011,0,105,"Contemporary Fiction","Original Screenplay","Live Action","Drama",1000000,5355847,36145,5391992,5988321,"PG-13",2012-03-23,"October Baby - Coming of Age","American Family Studios",34038,14
"3832","Serbuan maut",2012,0,100,"Contemporary Fiction","Original Screenplay","Live Action","Action",1100000,4105123,5192284,9297407,4589890,"R",2012-03-23,"Serbuan maut - Organized Crime","Merantau Films",213785,14
"3833","The Hunger Games",2011,0,142,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",80000000,408010692,269912687,677923379,456192854,"PG-13",2012-03-23,"The Hunger Games - Novel Adapted by Author","Lionsgate",152535747,4137
"3834","The Legend of Hell’s Gate: An American Conspiracy",2012,0,108,"Historical Fiction","Original Screenplay","Live Action","Western",2000000,0,0,0,0,"PG-13",2012-03-30,"The Legend of Hell's Gate:  An American Conspiracy - Gangs",NA,0,0
"3835","Wrath of the Titans",2012,1,99,"Fantasy","Based on Folk Tale/Legend/Fairytale","Animation/Live Action","Adventure",150000000,83670083,221600000,305270083,93550712,"PG-13",2012-03-30,"Wrath of the Titans - 3-D","Warner Bros",33457188,3545
"3836","Womb",2010,0,107,"Science Fiction","Original Screenplay","Live Action","Drama",13000000,0,0,0,0,"Not Rated",2012-03-30,"Womb - Romance","Razor Films",0,0
"3837","Mirror Mirror",2012,0,95,"Fantasy","Based on Folk Tale/Legend/Fairytale","Live Action","Adventure",85000000,64935167,108678315,173613482,72603388,"PG",2012-03-30,"Mirror Mirror - Royalty","Relativity Media",18132085,3603
"3838","Foreign Letters",2012,0,100,"Dramatization","Based on Short Film","Live Action","Drama",40000,0,0,0,80000,"Not Rated",2012-03-31,"Foreign Letters - Coming of Age",NA,0,0
"3839","Damsels in Distress",2010,0,99,"Contemporary Fiction","Original Screenplay","Live Action","Black Comedy",3000000,1007535,316764,1324299,1126509,"PG-13",2012-04-06,"Damsels in Distress - College","Sony Pictures Classics",58589,4
"3840","American Reunion",2012,1,112,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",50000000,56758835,180040376,236799211,63461503,"R",2012-04-06,"American Reunion - Delayed Adulthood","Universal Pictures",21514080,3192
"3841","L!fe Happens",2011,0,100,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",930000,30905,0,30905,34550,"R",2012-04-13,"L!fe Happens - One Night Stand","Dot Dot Dot Productions",20186,16
"3842","The Three Stooges",2011,0,92,"Contemporary Fiction","Remake","Live Action","Adventure",30000000,44338224,9714025,54052249,49574139,"PG",2012-04-13,"The Three Stooges - Epilogue","Conundrum Entertainment",17010125,3477
"3843","Detention",2011,0,89,"Fantasy","Original Screenplay","Live Action","Comedy",10000000,0,0,0,0,"R",2012-04-13,"Detention - Serial Killer","Detention Films",0,0
